,"Voucher_x000D_
Date",Branch,Sett#,"Entry_x000D_
Details","Amount_x000D_
Debit","Amount_x000D_
Credit","Running_x000D_
Balance",DrCr,column_8
1857,,,,22/09/22,,,,,
1858,,,,,,,,, 
1859,27-Sep-2022,    ,22009F,NSE-F&O Obligation for 27/09/22,0.0,20244.88,864338.1000000011,Cr,
1860,,,,,,,,, 
1861,27-Sep-2022,HO  ,23122W,Obligation For: 2223122W [Equities] Trade Date,16592.77,0.0,847745.3300000011,Cr,
1862,,,,23/09/22,,,,,
1863,,,,,,,,, 
1864,28-Sep-2022,    ,22009F,NSE-F&O Obligation for 28/09/22,83411.04,0.0,764334.2900000011,Cr,
1865,,,,,,,,, 
1866,28-Sep-2022,HO  ,23123W,Obligation For: 2223123W [Equities] Trade Date,0.0,25418.3,789752.5900000011,Cr,
1867,,,,26/09/22,,,,,
1868,,,,,,,,, 
1869,29-Sep-2022,    ,22009F,NSE-F&O Obligation for 29/09/22,0.0,16638.03,806390.6200000012,Cr,
1870,,,,,,,,, 
1871,29-Sep-2022,HO  ,23124W,Obligation For: 2223124W [Equities] Trade Date,0.0,29978.7,836369.3200000011,Cr,
1872,,,,27/09/22,,,,,
1873,,,,,,,,, 
1874,30-Sep-2022,    ,22010F,NSE-F&O Obligation for 30/09/22,0.0,69674.87,906044.1900000011,Cr,
1875,,,,,,,,, 
1876,30-Sep-2022,HO  ,23125W,Obligation For: 2223125W [Equities] Trade Date,32703.14,0.0,873341.0500000011,Cr,
1877,,,,28/09/22,,,,,
1878,,,,,,,,, 
1879,03-Oct-2022,    ,22010F,NSE-F&O Obligation for 03/10/22,0.0,26696.59,900037.6400000011,Cr,
1880,,,,,,,,, 
1881,03-Oct-2022,HO  ,23126W,Obligation For: 2223126W [Equities] Trade Date,20012.9,0.0,880024.740000001,Cr,
1882,,,,29/09/22,,,,,
1883,,,,,,,,, 
1884,04-Oct-2022,    ,22010F,NSE-F&O Obligation for 04/10/22,0.0,22123.95,902148.690000001,Cr,
1885,,,,,,,,, 
1886,04-Oct-2022,HO  ,23127W,Obligation For: 2223127W [Equities] Trade Date,0.0,53136.5,955285.190000001,Cr,
1887,,,,30/09/22,,,,,
1888,,,,,,,,, 
1889,06-Oct-2022,HO  ,,		Inter Segment Balance Transfer From BSE   To,0.0,6.0,955291.190000001,Cr,
1890,,,,NSE,,,,,
1891,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
1892,,,,,,,,, 
1893,06-Oct-2022,HO  ,,		Inter Segment Balance Transfer From BSE   To,6.0,0.0,955285.190000001,Cr,
1894,,,,NSE,,,,,
1895,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
1896,,,,,,,,, 
1897,06-Oct-2022,    ,22010F,NSE-F&O Obligation for 06/10/22,224582.97,0.0,730702.220000001,Cr,
1898,,,,,,,,, 
1899,07-Oct-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,0.0,82936.33,813638.550000001,Cr,
1900,,,,BSE,,,,,
1901,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
1902,,,,,,,,, 
1903,07-Oct-2022,HO  ,,AXIS BANK LTD-BSE CASH CLIENT A/C       ,441243.74,0.0,372394.810000001,Cr,
1904,,,,being pay out,,,,,
1905,,,,,,,,, 
1906,07-Oct-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,82936.33,0.0,289458.480000001,Cr,
1907,,,,BSE,,,,,
1908,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
1909,,,,,,,,, 
1910,07-Oct-2022,    ,22010F,NSE-F&O Obligation for 07/10/22,0.0,23104.9,312563.380000001,Cr,
1911,,,,,,,,, 
1912,07-Oct-2022,HO  ,23129W,Obligation For: 2223129W [Equities] Trade Date,40594.03,0.0,271969.350000001,Cr,
1913,,,,04/10/22,,,,,
1914,,,,,,,,, 
1915,10-Oct-2022,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,174328.27,446297.62000000104,Cr,
1916,,,,Of Client,,,,,
1917,,,,,,,,, 
1918,10-Oct-2022,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,174328.27,0.0,271969.350000001,Cr,
1919,,,,Of Client,,,,,
1920,,,,,,,,, 
1921,10-Oct-2022,    ,22010F,NSE-F&O Obligation for 10/10/22,15646.1,0.0,256323.25000000102,Cr,
1922,,,,,,,,, 
1923,10-Oct-2022,HO  ,23130W,Obligation For: 2223130W [Equities] Trade Date,0.0,174328.27,430651.520000001,Cr,
1924,,,,06/10/22,,,,,
1925,,,,,,,,, 
1926,11-Oct-2022,    ,22010F,NSE-F&O Obligation for 11/10/22,0.0,12809.85,443461.370000001,Cr,
1927,,,,,,,,, 
1928,12-Oct-2022,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,65284.51,508745.880000001,Cr,
1929,,,,Of Client,,,,,
1930,,,,,,,,, 
1931,12-Oct-2022,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,65284.51,0.0,443461.370000001,Cr,
1932,,,,Of Client,,,,,
1933,,,,,,,,, 
1934,12-Oct-2022,    ,22010F,NSE-F&O Obligation for 12/10/22,0.0,24104.35,467565.72000000096,Cr,
1935,,,,,,,,, 
1936,12-Oct-2022,HO  ,23132W,Obligation For: 2223132W [Equities] Trade Date,0.0,50422.7,517988.420000001,Cr,
1937,,,,10/10/22,,,,,
1938,,,,,,,,, 
1939,13-Oct-2022,HO  ,,AXIS BANK LTD-NSE F&O CLIENT A/C        ,0.0,100000.0,617988.420000001,Cr,
1940,,,,Cheque# :308293 dated 13/10/22,,,,,
1941,,,,BEING CH RECD TOWARDS MARGIN,,,,,
1942,,,,Bank# :INDIAN BANK,,,,,
1943,,,,A/c # :416199990,,,,,
1944,,,,,,,,, 
1945,13-Oct-2022,    ,22010F,NSE-F&O Obligation for 13/10/22,0.0,10493.69,628482.1100000009,Cr,
1946,,,,,,,,, 
1947,13-Oct-2022,HO  ,23133W,Obligation For: 2223133W [Equities] Trade Date,115707.21,0.0,512774.9000000009,Cr,
1948,,,,11/10/22,,,,,
1949,,,,,,,,, 
1950,14-Oct-2022,    ,22010F,NSE-F&O Obligation for 14/10/22,0.0,25613.52,538388.4200000009,Cr,
1951,,,,,,,,, 
1952,14-Oct-2022,HO  ,23134W,Obligation For: 2223134W [Equities] Trade Date,0.0,33929.08,572317.5000000008,Cr,
1953,,,,12/10/22,,,,,
1954,,,,,,,,, 
1955,17-Oct-2022,HO  ,,AXIS BANK LTD-BSE CASH CLIENT A/C       ,0.0,340000.0,912317.5000000008,Cr,
1956,,,,Cheque# :RTGS dated 17/10/22,,,,,
1957,,,,RTGS/IDIBR52022101730518168/KEYNOTE CORPORATE SE,,,,,
1958,,,,Bank# :INDIAN BANK,,,,,
1959,,,,A/c # :416199990,,,,,
1960,,,,,,,,, 
1961,17-Oct-2022,    ,22010F,NSE-F&O Obligation for 17/10/22,20306.53,0.0,892010.9700000008,Cr,
1962,,,,,,,,, 
1963,18-Oct-2022,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,200000.0,1092010.9700000007,Cr,
1964,,,,Of Client,,,,,
1965,,,,,,,,, 
1966,18-Oct-2022,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,200000.0,0.0,892010.9700000007,Cr,
1967,,,,Of Client,,,,,
1968,,,,,,,,, 
1969,18-Oct-2022,    ,22010F,NSE-F&O Obligation for 18/10/22,38486.78,0.0,853524.1900000006,Cr,
1970,,,,,,,,, 
1971,18-Oct-2022,HO  ,23136W,Obligation For: 2223136W [Equities] Trade Date,92398.06,0.0,761126.1300000006,Cr,
1972,,,,14/10/22,,,,,
1973,,,,,,,,, 
1974,19-Oct-2022,    ,22010F,NSE-F&O Obligation for 19/10/22,0.0,19987.67,781113.8000000006,Cr,
1975,,,,,,,,, 
1976,19-Oct-2022,HO  ,23137W,Obligation For: 2223137W [Equities] Trade Date,16722.69,0.0,764391.1100000007,Cr,
1977,,,,17/10/22,,,,,
1978,,,,,,,,, 
1979,20-Oct-2022,    ,22010F,NSE-F&O Obligation for 20/10/22,52671.6,0.0,711719.5100000007,Cr,
1980,,,,,,,,, 
1981,20-Oct-2022,HO  ,23138W,Obligation For: 2223138W [Equities] Trade Date,0.0,175552.45,887271.9600000007,Cr,
1982,,,,18/10/22,,,,,
1983,,,,,,,,, 
1984,21-Oct-2022,HO  ,23139W,Obligation For: 2223139W [Equities] Trade Date,66480.69,0.0,820791.2700000007,Cr,
1985,,,,19/10/22,,,,,
1986,,,,,,,,, 
1987,25-Oct-2022,HO  ,23140W,Obligation For: 2223140W [Equities] Trade Date,163983.81,0.0,656807.4600000007,Cr,
1988,,,,20/10/22,,,,,
1989,,,,,,,,, 
1990,27-Oct-2022,HO  ,23141W,Obligation For: 2223141W [Equities] Trade Date,0.0,36457.82,693265.2800000006,Cr,
1991,,,,21/10/22,,,,,
1992,,,,,,,,, 
1993,28-Oct-2022,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,0.0,103645.9,796911.1800000006,Cr,
1994,,,,Of Client,,,,,
1995,,,,,,,,, 
1996,28-Oct-2022,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,103645.9,0.0,693265.2800000006,Cr,
1997,,,,Of Client,,,,,
1998,,,,,,,,, 
1999,31-Oct-2022,HO  ,23644M,Obligation For: 2223644M [Equities] Trade Date,0.0,76721.91,769987.1900000006,Cr,
2000,,,,28/10/22,,,,,
2001,,,,,,,,, 
2002,01-Nov-2022,HO  ,23145W,Obligation For: 2223145W [Equities] Trade Date,0.0,140746.79,910733.9800000007,Cr,
2003,,,,28/10/22,,,,,
2004,,,,,,,,, 
2005,02-Nov-2022,    ,22011F,NSE-F&O Obligation for 02/11/22,0.0,26214.46,936948.4400000006,Cr,
2006,,,,,,,,, 
2007,03-Nov-2022,HO  ,23647M,Obligation For: 2223647M [Equities] Trade Date,0.0,49228.89,986177.3300000007,Cr,
2008,,,,02/11/22,,,,,
2009,,,,,,,,, 
2010,04-Nov-2022,    ,22011F,NSE-F&O Obligation for 04/11/22,0.0,13544.65,999721.9800000007,Cr,
2011,,,,,,,,, 
2012,04-Nov-2022,HO  ,23148W,Obligation For: 2223148W [Equities] Trade Date,164282.35,0.0,835439.6300000007,Cr,
2013,,,,02/11/22,,,,,
2014,,,,,,,,, 
2015,07-Nov-2022,    ,22011F,NSE-F&O Obligation for 07/11/22,0.0,7988.56,843428.1900000008,Cr,
2016,,,,,,,,, 
2017,07-Nov-2022,HO  ,23149W,Obligation For: 2223149W [Equities] Trade Date,146953.19,0.0,696475.0000000007,Cr,
2018,,,,03/11/22,,,,,
2019,,,,,,,,, 
2020,09-Nov-2022,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,150000.0,846475.0000000007,Cr,
2021,,,,Of Client,,,,,
2022,,,,,,,,, 
2023,09-Nov-2022,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,150000.0,0.0,696475.0000000007,Cr,
2024,,,,Of Client,,,,,
2025,,,,,,,,, 
2026,09-Nov-2022,    ,22011F,NSE-F&O Obligation for 09/11/22,0.0,15393.81,711868.8100000008,Cr,
2027,,,,,,,,, 
2028,09-Nov-2022,HO  ,23150W,Obligation For: 2223150W [Equities] Trade Date,0.0,219535.78,931404.5900000008,Cr,
2029,,,,04/11/22,,,,,
2030,,,,,,,,, 
2031,10-Nov-2022,    ,22011F,NSE-F&O Obligation for 10/11/22,27474.51,0.0,903930.0800000008,Cr,
2032,,,,,,,,, 
2033,10-Nov-2022,HO  ,23151W,Obligation For: 2223151W [Equities] Trade Date,0.0,19251.35,923181.4300000007,Cr,
2034,,,,07/11/22,,,,,
2035,,,,,,,,, 
2036,10-Nov-2022,HO  ,23651M,Obligation For: 2223651M [Equities] Trade Date,15964.49,0.0,907216.9400000008,Cr,
2037,,,,09/11/22,,,,,
2038,,,,,,,,, 
2039,11-Nov-2022,    ,22011F,NSE-F&O Obligation for 11/11/22,0.0,11428.22,918645.1600000007,Cr,
2040,,,,,,,,, 
2041,11-Nov-2022,HO  ,23152W,Obligation For: 2223152W [Equities] Trade Date,103359.84,0.0,815285.3200000008,Cr,
2042,,,,09/11/22,,,,,
2043,,,,,,,,, 
2044,14-Nov-2022,    ,22011F,NSE-F&O Obligation for 14/11/22,0.0,6515.48,821800.8000000007,Cr,
2045,,,,,,,,, 
2046,14-Nov-2022,HO  ,23153W,Obligation For: 2223153W [Equities] Trade Date,45116.21,0.0,776684.5900000008,Cr,
2047,,,,10/11/22,,,,,
2048,,,,,,,,, 
2049,15-Nov-2022,    ,22011F,NSE-F&O Obligation for 15/11/22,0.0,7487.7,784172.2900000007,Cr,
2050,,,,,,,,, 
2051,15-Nov-2022,HO  ,23154W,Obligation For: 2223154W [Equities] Trade Date,0.0,94761.56,878933.8500000008,Cr,
2052,,,,11/11/22,,,,,
2053,,,,,,,,, 
2054,16-Nov-2022,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,66336.88,945270.7300000008,Cr,
2055,,,,Of Client,,,,,
2056,,,,,,,,, 
2057,16-Nov-2022,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,66336.88,0.0,878933.8500000008,Cr,
2058,,,,Of Client,,,,,
2059,,,,,,,,, 
2060,16-Nov-2022,    ,22011F,NSE-F&O Obligation for 16/11/22,0.0,11230.99,890164.8400000008,Cr,
2061,,,,,,,,, 
2062,16-Nov-2022,HO  ,23155W,Obligation For: 2223155W [Equities] Trade Date,38318.34,0.0,851846.5000000008,Cr,
2063,,,,14/11/22,,,,,
2064,,,,,,,,, 
2065,16-Nov-2022,HO  ,23155Z,Obligation For: 2223155Z [Equities] Trade Date,0.0,25085.02,876931.5200000008,Cr,
2066,,,,14/11/22,,,,,
2067,,,,,,,,, 
2068,17-Nov-2022,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,0.0,60000.0,936931.5200000008,Cr,
2069,,,,Of Client,,,,,
2070,,,,,,,,, 
2071,17-Nov-2022,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,60000.0,0.0,876931.5200000008,Cr,
2072,,,,Of Client,,,,,
2073,,,,,,,,, 
2074,17-Nov-2022,    ,22011F,NSE-F&O Obligation for 17/11/22,0.0,4489.26,881420.7800000008,Cr,
2075,,,,,,,,, 
2076,17-Nov-2022,HO  ,23156W,Obligation For: 2223156W [Equities] Trade Date,0.0,5161.37,886582.1500000008,Cr,
2077,,,,15/11/22,,,,,
2078,,,,,,,,, 
2079,17-Nov-2022,HO  ,23656M,Obligation For: 2223656M [Equities] Trade Date,45515.63,0.0,841066.5200000008,Cr,
2080,,,,16/11/22,,,,,
2081,,,,,,,,, 
2082,18-Nov-2022,    ,22011F,NSE-F&O Obligation for 18/11/22,0.0,11258.33,852324.8500000008,Cr,
2083,,,,,,,,, 
2084,18-Nov-2022,HO  ,23157W,Obligation For: 2223157W [Equities] Trade Date,51318.68,0.0,801006.1700000007,Cr,
2085,,,,16/11/22,,,,,
2086,,,,,,,,, 
2087,21-Nov-2022,    ,22011F,NSE-F&O Obligation for 21/11/22,0.0,6155.71,807161.8800000007,Cr,
2088,,,,,,,,, 
2089,21-Nov-2022,HO  ,23158W,Obligation For: 2223158W [Equities] Trade Date,0.0,178803.85,985965.7300000007,Cr,
2090,,,,17/11/22,,,,,
2091,,,,,,,,, 
2092,22-Nov-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,0.0,11378.1,997343.8300000007,Cr,
2093,,,,BSE,,,,,
2094,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2095,,,,,,,,, 
2096,22-Nov-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,11378.1,0.0,985965.7300000007,Cr,
2097,,,,BSE,,,,,
2098,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2099,,,,,,,,, 
2100,22-Nov-2022,    ,22011F,NSE-F&O Obligation for 22/11/22,0.0,7497.7,993463.4300000006,Cr,
2101,,,,,,,,, 
2102,22-Nov-2022,HO  ,23159W,Obligation For: 2223159W [Equities] Trade Date,203509.01,0.0,789954.4200000006,Cr,
2103,,,,18/11/22,,,,,
2104,,,,,,,,, 
2105,23-Nov-2022,    ,22011F,NSE-F&O Obligation for 23/11/22,0.0,6663.11,796617.5300000006,Cr,
2106,,,,,,,,, 
2107,23-Nov-2022,HO  ,23160W,Obligation For: 2223160W [Equities] Trade Date,12142.22,0.0,784475.3100000006,Cr,
2108,,,,21/11/22,,,,,
2109,,,,,,,,, 
2110,23-Nov-2022,HO  ,23660M,Obligation For: 2223660M [Equities] Trade Date,0.0,14893.85,799369.1600000006,Cr,
2111,,,,22/11/22,,,,,
2112,,,,,,,,, 
2113,24-Nov-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,0.0,47828.48,847197.6400000006,Cr,
2114,,,,BSE,,,,,
2115,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2116,,,,,,,,, 
2117,24-Nov-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,47828.48,0.0,799369.1600000006,Cr,
2118,,,,BSE,,,,,
2119,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2120,,,,,,,,, 
2121,24-Nov-2022,HO  ,23161W,Obligation For: 2223161W [Equities] Trade Date,50580.11,0.0,748789.0500000006,Cr,
2122,,,,22/11/22,,,,,
2123,,,,,,,,, 
2124,25-Nov-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,0.0,6640.69,755429.7400000006,Cr,
2125,,,,BSE,,,,,
2126,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2127,,,,,,,,, 
2128,25-Nov-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,6640.69,0.0,748789.0500000006,Cr,
2129,,,,BSE,,,,,
2130,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2131,,,,,,,,, 
2132,25-Nov-2022,HO  ,23162W,Obligation For: 2223162W [Equities] Trade Date,6640.69,0.0,742148.3600000007,Cr,
2133,,,,23/11/22,,,,,
2134,,,,,,,,, 
2135,29-Nov-2022,    ,22012F,NSE-F&O Obligation for 29/11/22,0.0,4356.72,746505.0800000007,Cr,
2136,,,,,,,,, 
2137,01-Dec-2022,    ,22012F,NSE-F&O Obligation for 01/12/22,5225.76,0.0,741279.3200000006,Cr,
2138,,,,,,,,, 
2139,01-Dec-2022,HO  ,23666M,Obligation For: 2223666M [Equities] Trade Date,0.0,23567.51,764846.8300000007,Cr,
2140,,,,30/11/22,,,,,
2141,,,,,,,,, 
2142,02-Dec-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,0.0,19146.39,783993.2200000007,Cr,
2143,,,,BSE,,,,,
2144,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2145,,,,,,,,, 
2146,02-Dec-2022,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,0.0,25000.0,808993.2200000007,Cr,
2147,,,,Of Client,,,,,
2148,,,,,,,,, 
2149,02-Dec-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,19146.39,0.0,789846.8300000007,Cr,
2150,,,,BSE,,,,,
2151,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2152,,,,,,,,, 
2153,02-Dec-2022,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,25000.0,0.0,764846.8300000007,Cr,
2154,,,,Of Client,,,,,
2155,,,,,,,,, 
2156,02-Dec-2022,    ,22012F,NSE-F&O Obligation for 02/12/22,0.0,6349.41,771196.2400000007,Cr,
2157,,,,,,,,, 
2158,02-Dec-2022,HO  ,23167W,Obligation For: 2223167W [Equities] Trade Date,62089.46,0.0,709106.7800000007,Cr,
2159,,,,30/11/22,,,,,
2160,,,,,,,,, 
2161,02-Dec-2022,HO  ,23667M,Obligation For: 2223667M [Equities] Trade Date,0.0,19375.56,728482.3400000008,Cr,
2162,,,,01/12/22,,,,,
2163,,,,,,,,, 
2164,05-Dec-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,0.0,7030.45,735512.7900000007,Cr,
2165,,,,BSE,,,,,
2166,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2167,,,,,,,,, 
2168,05-Dec-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,7030.45,0.0,728482.3400000008,Cr,
2169,,,,BSE,,,,,
2170,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2171,,,,,,,,, 
2172,05-Dec-2022,    ,22012F,NSE-F&O Obligation for 05/12/22,0.0,6085.75,734568.0900000008,Cr,
2173,,,,,,,,, 
2174,05-Dec-2022,HO  ,23168W,Obligation For: 2223168W [Equities] Trade Date,32030.45,0.0,702537.6400000008,Cr,
2175,,,,01/12/22,,,,,
2176,,,,,,,,, 
2177,06-Dec-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,0.0,23655.13,726192.7700000008,Cr,
2178,,,,BSE,,,,,
2179,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2180,,,,,,,,, 
2181,06-Dec-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,23655.13,0.0,702537.6400000008,Cr,
2182,,,,BSE,,,,,
2183,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2184,,,,,,,,, 
2185,06-Dec-2022,    ,22012F,NSE-F&O Obligation for 06/12/22,0.0,5187.65,707725.2900000009,Cr,
2186,,,,,,,,, 
2187,06-Dec-2022,HO  ,23169W,Obligation For: 2223169W [Equities] Trade Date,16624.68,0.0,691100.6100000008,Cr,
2188,,,,02/12/22,,,,,
2189,,,,,,,,, 
2190,07-Dec-2022,HO  ,23170W,Obligation For: 2223170W [Equities] Trade Date,0.0,118984.84,810085.4500000008,Cr,
2191,,,,05/12/22,,,,,
2192,,,,,,,,, 
2193,07-Dec-2022,HO  ,23670M,Obligation For: 2223670M [Equities] Trade Date,0.0,42798.62,852884.0700000008,Cr,
2194,,,,06/12/22,,,,,
2195,,,,,,,,, 
2196,08-Dec-2022,HO  ,23171W,Obligation For: 2223171W [Equities] Trade Date,93617.96,0.0,759266.1100000008,Cr,
2197,,,,06/12/22,,,,,
2198,,,,,,,,, 
2199,09-Dec-2022,    ,22012F,NSE-F&O Obligation for 09/12/22,8017.19,0.0,751248.9200000009,Cr,
2200,,,,,,,,, 
2201,09-Dec-2022,HO  ,23172W,Obligation For: 2223172W [Equities] Trade Date,0.0,38819.99,790068.9100000008,Cr,
2202,,,,07/12/22,,,,,
2203,,,,,,,,, 
2204,09-Dec-2022,HO  ,23672M,Obligation For: 2223672M [Equities] Trade Date,33432.65,0.0,756636.2600000008,Cr,
2205,,,,08/12/22,,,,,
2206,,,,,,,,, 
2207,12-Dec-2022,    ,22012F,NSE-F&O Obligation for 12/12/22,0.0,5071.39,761707.6500000008,Cr,
2208,,,,,,,,, 
2209,13-Dec-2022,    ,22012F,NSE-F&O Obligation for 13/12/22,0.0,6064.58,767772.2300000008,Cr,
2210,,,,,,,,, 
2211,13-Dec-2022,HO  ,23674M,Obligation For: 2223674M [Equities] Trade Date,0.0,55405.88,823178.1100000008,Cr,
2212,,,,12/12/22,,,,,
2213,,,,,,,,, 
2214,14-Dec-2022,    ,22012F,NSE-F&O Obligation for 14/12/22,0.0,10201.38,833379.4900000008,Cr,
2215,,,,,,,,, 
2216,14-Dec-2022,HO  ,23675M,Obligation For: 2223675M [Equities] Trade Date,95116.71,0.0,738262.7800000008,Cr,
2217,,,,13/12/22,,,,,
2218,,,,,,,,, 
2219,15-Dec-2022,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,0.0,10000.0,748262.7800000008,Cr,
2220,,,,Of Client,,,,,
2221,,,,,,,,, 
2222,15-Dec-2022,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,10000.0,0.0,738262.7800000008,Cr,
2223,,,,Of Client,,,,,
2224,,,,,,,,, 
2225,15-Dec-2022,    ,22012F,NSE-F&O Obligation for 15/12/22,25336.79,0.0,712925.9900000008,Cr,
2226,,,,,,,,, 
2227,16-Dec-2022,    ,22012F,NSE-F&O Obligation for 16/12/22,0.0,7978.63,720904.6200000008,Cr,
2228,,,,,,,,, 
2229,16-Dec-2022,HO  ,23177W,Obligation For: 2223177W [Equities] Trade Date,41035.36,0.0,679869.2600000008,Cr,
2230,,,,14/12/22,,,,,
2231,,,,,,,,, 
2232,19-Dec-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,0.0,7761.61,687630.8700000008,Cr,
2233,,,,BSE,,,,,
2234,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2235,,,,,,,,, 
2236,19-Dec-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,7761.61,0.0,679869.2600000008,Cr,
2237,,,,BSE,,,,,
2238,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2239,,,,,,,,, 
2240,19-Dec-2022,    ,22012F,NSE-F&O Obligation for 19/12/22,0.0,8011.05,687880.3100000009,Cr,
2241,,,,,,,,, 
2242,19-Dec-2022,HO  ,23678M,Obligation For: 2223678M [Equities] Trade Date,17598.71,0.0,670281.6000000009,Cr,
2243,,,,16/12/22,,,,,
2244,,,,,,,,, 
2245,20-Dec-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,0.0,30243.71,700525.3100000009,Cr,
2246,,,,BSE,,,,,
2247,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2248,,,,,,,,, 
2249,20-Dec-2022,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,0.0,100000.0,800525.3100000009,Cr,
2250,,,,Of Client,,,,,
2251,,,,,,,,, 
2252,20-Dec-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,30243.71,0.0,770281.6000000009,Cr,
2253,,,,BSE,,,,,
2254,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2255,,,,,,,,, 
2256,20-Dec-2022,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,100000.0,0.0,670281.6000000009,Cr,
2257,,,,Of Client,,,,,
2258,,,,,,,,, 
2259,20-Dec-2022,    ,22012F,NSE-F&O Obligation for 20/12/22,21016.9,0.0,649264.7000000009,Cr,
2260,,,,,,,,, 
2261,20-Dec-2022,HO  ,23179W,Obligation For: 2223179W [Equities] Trade Date,13072.94,0.0,636191.7600000009,Cr,
2262,,,,16/12/22,,,,,
2263,,,,,,,,, 
2264,20-Dec-2022,HO  ,23679M,Obligation For: 2223679M [Equities] Trade Date,17170.77,0.0,619020.9900000009,Cr,
2265,,,,19/12/22,,,,,
2266,,,,,,,,, 
2267,21-Dec-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,0.0,22575.66,641596.650000001,Cr,
2268,,,,BSE,,,,,
2269,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2270,,,,,,,,, 
2271,21-Dec-2022,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,0.0,75000.0,716596.650000001,Cr,
2272,,,,Of Client,,,,,
2273,,,,,,,,, 
2274,21-Dec-2022,HO  ,,		Inter Segment Balance Transfer From NFO   To,22575.66,0.0,694020.9900000009,Cr,
2275,,,,BSE,,,,,
2276,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
2277,,,,,,,,, 
2278,21-Dec-2022,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,75000.0,0.0,619020.9900000009,Cr,
2279,,,,Of Client,,,,,
2280,,,,,,,,, 
2281,21-Dec-2022,    ,22012F,NSE-F&O Obligation for 21/12/22,4880.66,0.0,614140.3300000009,Cr,
2282,,,,,,,,, 
