,accd,accddescr,amtcr,amtdr,branchid,branchname,cheqdt,cheqno,co,idn,narr,p_r,runbal,subcode,subdescr,tt,type,vrdt,vrno,acc_year,date_from,date_to
170,62,CLIENTS,0.0,45116.21,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,208158,Obligation For: 2223153W [Equities] Trade Date 10/11/22,blank,29808.64,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-13T18:30:00Z,V223153,2223,01-04-2022,31-03-2023
171,62,CLIENTS,94761.56,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,198700,Obligation For: 2223154W [Equities] Trade Date 11/11/22,blank,124570.2,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-14T18:30:00Z,V223154,2223,01-04-2022,31-03-2023
172,62,CLIENTS,0.0,38318.34,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,198886,Obligation For: 2223155W [Equities] Trade Date 14/11/22,blank,86251.86,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-15T18:30:00Z,V223155,2223,01-04-2022,31-03-2023
173,62,CLIENTS,25085.02,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,199014,Obligation For: 2223155Z [Equities] Trade Date 14/11/22,blank,111336.88,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-15T18:30:00Z,V223155,2223,01-04-2022,31-03-2023
174,62,CLIENTS,0.0,66336.88,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,199084,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,45000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-11-15T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
175,62,CLIENTS,60000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,199963,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",blank,105000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-11-16T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
176,62,CLIENTS,0.0,45515.63,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,200104,Obligation For: 2223656M [Equities] Trade Date 16/11/22,blank,59484.37,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-16T18:30:00Z,V223656,2223,01-04-2022,31-03-2023
177,62,CLIENTS,5161.37,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,199224,Obligation For: 2223156W [Equities] Trade Date 15/11/22,blank,64645.74,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-16T18:30:00Z,V223156,2223,01-04-2022,31-03-2023
178,62,CLIENTS,0.0,51318.68,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,200023,Obligation For: 2223157W [Equities] Trade Date 16/11/22,blank,13327.06,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-17T18:30:00Z,V223157,2223,01-04-2022,31-03-2023
179,62,CLIENTS,178803.85,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,208360,Obligation For: 2223158W [Equities] Trade Date 17/11/22,blank,192130.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-20T18:30:00Z,V223158,2223,01-04-2022,31-03-2023
180,62,CLIENTS,0.0,203509.01,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,203289,Obligation For: 2223159W [Equities] Trade Date 18/11/22,blank,-11378.1,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-21T18:30:00Z,V223159,2223,01-04-2022,31-03-2023
181,62,CLIENTS,11378.1,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,202365,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-11-21T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
182,62,CLIENTS,14893.85,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,204678,Obligation For: 2223660M [Equities] Trade Date 22/11/22,blank,14893.85,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-22T18:30:00Z,V223660,2223,01-04-2022,31-03-2023
183,62,CLIENTS,0.0,12142.22,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,210988,Obligation For: 2223160W [Equities] Trade Date 21/11/22,blank,2751.63,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-22T18:30:00Z,V223160,2223,01-04-2022,31-03-2023
184,62,CLIENTS,0.0,50580.11,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,204413,Obligation For: 2223161W [Equities] Trade Date 22/11/22,blank,-47828.48,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-23T18:30:00Z,V223161,2223,01-04-2022,31-03-2023
185,62,CLIENTS,47828.48,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,204711,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-11-23T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
186,62,CLIENTS,6640.69,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,205155,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,6640.69,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-11-24T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
187,62,CLIENTS,0.0,6640.69,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,223272,Obligation For: 2223162W [Equities] Trade Date 23/11/22,blank,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-24T18:30:00Z,V223162,2223,01-04-2022,31-03-2023
188,62,CLIENTS,23567.51,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,211886,Obligation For: 2223666M [Equities] Trade Date 30/11/22,blank,23567.51,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-30T18:30:00Z,V223666,2223,01-04-2022,31-03-2023
189,62,CLIENTS,19375.56,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,212578,Obligation For: 2223667M [Equities] Trade Date 01/12/22,blank,42943.07,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-01T18:30:00Z,V223667,2223,01-04-2022,31-03-2023
190,62,CLIENTS,25000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,211941,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",blank,67943.07,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-01T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
191,62,CLIENTS,19146.39,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,211646,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,87089.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-01T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
192,62,CLIENTS,0.0,62089.46,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,211742,Obligation For: 2223167W [Equities] Trade Date 30/11/22,blank,25000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-01T18:30:00Z,V223167,2223,01-04-2022,31-03-2023
193,62,CLIENTS,0.0,32030.45,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,212266,Obligation For: 2223168W [Equities] Trade Date 01/12/22,blank,-7030.45,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-04T18:30:00Z,V223168,2223,01-04-2022,31-03-2023
194,62,CLIENTS,7030.45,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,215062,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-04T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
195,62,CLIENTS,23655.13,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,215046,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,23655.13,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-05T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
196,62,CLIENTS,0.0,16624.68,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,215367,Obligation For: 2223169W [Equities] Trade Date 02/12/22,blank,7030.45,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-05T18:30:00Z,V223169,2223,01-04-2022,31-03-2023
197,62,CLIENTS,118984.84,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,216240,Obligation For: 2223170W [Equities] Trade Date 05/12/22,blank,126015.29,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-06T18:30:00Z,V223170,2223,01-04-2022,31-03-2023
198,62,CLIENTS,42798.62,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,216417,Obligation For: 2223670M [Equities] Trade Date 06/12/22,blank,168813.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-06T18:30:00Z,V223670,2223,01-04-2022,31-03-2023
199,62,CLIENTS,0.0,93617.96,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,216516,Obligation For: 2223171W [Equities] Trade Date 06/12/22,blank,75195.95,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-07T18:30:00Z,V223171,2223,01-04-2022,31-03-2023
200,62,CLIENTS,38819.99,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,217598,Obligation For: 2223172W [Equities] Trade Date 07/12/22,blank,114015.94,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-08T18:30:00Z,V223172,2223,01-04-2022,31-03-2023
201,62,CLIENTS,0.0,33432.65,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,218979,Obligation For: 2223672M [Equities] Trade Date 08/12/22,blank,80583.29,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-08T18:30:00Z,V223672,2223,01-04-2022,31-03-2023
202,62,CLIENTS,55405.88,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,219133,Obligation For: 2223674M [Equities] Trade Date 12/12/22,blank,135989.17,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-12T18:30:00Z,V223674,2223,01-04-2022,31-03-2023
203,62,CLIENTS,0.0,95116.71,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,297560,Obligation For: 2223675M [Equities] Trade Date 13/12/22,blank,40872.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-13T18:30:00Z,V223675,2223,01-04-2022,31-03-2023
204,62,CLIENTS,10000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,220697,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",blank,50872.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-14T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
205,62,CLIENTS,0.0,41035.36,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,223847,Obligation For: 2223177W [Equities] Trade Date 14/12/22,blank,9837.1,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-15T18:30:00Z,V223177,2223,01-04-2022,31-03-2023
206,62,CLIENTS,7761.61,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,222356,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,17598.71,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-18T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
207,62,CLIENTS,0.0,17598.71,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,224865,Obligation For: 2223678M [Equities] Trade Date 16/12/22,blank,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-18T18:30:00Z,V223678,2223,01-04-2022,31-03-2023
208,62,CLIENTS,0.0,17170.77,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,224590,Obligation For: 2223679M [Equities] Trade Date 19/12/22,blank,-17170.77,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-19T18:30:00Z,V223679,2223,01-04-2022,31-03-2023
209,62,CLIENTS,30243.71,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,223133,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,13072.94,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-19T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
210,62,CLIENTS,100000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,225148,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",blank,113072.94,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-19T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
211,62,CLIENTS,0.0,13072.94,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,224748,Obligation For: 2223179W [Equities] Trade Date 16/12/22,blank,100000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-19T18:30:00Z,V223179,2223,01-04-2022,31-03-2023
212,62,CLIENTS,0.0,122575.66,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,224387,Obligation For: 2223180W [Equities] Trade Date 19/12/22,blank,-22575.66,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-20T18:30:00Z,V223180,2223,01-04-2022,31-03-2023
213,62,CLIENTS,75000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,225530,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",blank,52424.34,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-20T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
214,62,CLIENTS,22575.66,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,225522,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,75000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-20T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
215,62,CLIENTS,51031.76,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,226762,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,126031.76,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-21T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
216,62,CLIENTS,100000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,226766,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",blank,226031.76,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-21T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
217,62,CLIENTS,0.0,46832.95,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,227393,Obligation For: 2223681M [Equities] Trade Date 21/12/22,blank,179198.81,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-21T18:30:00Z,V223681,2223,01-04-2022,31-03-2023
218,62,CLIENTS,0.0,79198.81,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,225568,Obligation For: 2223181W [Equities] Trade Date 20/12/22,blank,100000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-21T18:30:00Z,V223181,2223,01-04-2022,31-03-2023
219,62,CLIENTS,0.0,94304.52,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,227231,Obligation For: 2223182W [Equities] Trade Date 21/12/22,blank,5695.48,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-22T18:30:00Z,V223182,2223,01-04-2022,31-03-2023
220,62,CLIENTS,50000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,227493,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",blank,55695.48,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-22T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
221,62,CLIENTS,103793.37,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,228725,Obligation For: 2223683M [Equities] Trade Date 23/12/22,blank,159488.85,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-25T18:30:00Z,V223683,2223,01-04-2022,31-03-2023
222,62,CLIENTS,16009.15,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,228604,Obligation For: 2223184W [Equities] Trade Date 23/12/22,blank,175498.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-26T18:30:00Z,V223184,2223,01-04-2022,31-03-2023
223,62,CLIENTS,242916.75,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,228899,Obligation For: 2223185W [Equities] Trade Date 26/12/22,blank,418414.75,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-27T18:30:00Z,V223185,2223,01-04-2022,31-03-2023
224,62,CLIENTS,18000.64,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,229963,Obligation For: 2223685M [Equities] Trade Date 27/12/22,blank,436415.39,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-27T18:30:00Z,V223685,2223,01-04-2022,31-03-2023
225,62,CLIENTS,0.0,230000.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,229465,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,206415.39,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-27T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
226,62,CLIENTS,0.0,130000.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,230499,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,76415.39,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-12-28T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
227,62,CLIENTS,89444.77,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,230577,Obligation For: 2223686M [Equities] Trade Date 28/12/22,blank,165860.16,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-28T18:30:00Z,V223686,2223,01-04-2022,31-03-2023
228,62,CLIENTS,0.0,62734.91,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,230646,Obligation For: 2223187W [Equities] Trade Date 28/12/22,blank,103125.25,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-12-29T18:30:00Z,V223187,2223,01-04-2022,31-03-2023
229,62,CLIENTS,0.0,125301.83,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,231290,Obligation For: 2223188W [Equities] Trade Date 29/12/22,blank,-22176.58,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-01T18:30:00Z,V223188,2223,01-04-2022,31-03-2023
230,62,CLIENTS,22176.58,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,232696,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-01T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
231,62,CLIENTS,20000.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,232729,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",blank,20000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-01T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
232,62,CLIENTS,73656.84,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,234955,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,93656.84,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-03T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
233,62,CLIENTS,0.0,93656.84,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,234404,Obligation For: 2223190W [Equities] Trade Date 02/01/23,blank,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-03T18:30:00Z,V223190,2223,01-04-2022,31-03-2023
234,62,CLIENTS,37929.26,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,235469,Obligation For: 2223191W [Equities] Trade Date 03/01/23,blank,37929.26,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-04T18:30:00Z,V223191,2223,01-04-2022,31-03-2023
235,62,CLIENTS,0.0,489804.6,HO,Branch [HO],2023-01-05T18:30:00Z,blank,2.0,4431,blank,P,-451875.34,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2023-01-05T18:30:00Z,P/00077,2223,01-04-2022,31-03-2023
236,62,CLIENTS,364348.03,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,237506,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,-87527.31,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-05T18:30:00Z,IE00005,2223,01-04-2022,31-03-2023
237,62,CLIENTS,43523.15,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,237077,Obligation For: 2223692M [Equities] Trade Date 05/01/23,blank,-44004.16,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-05T18:30:00Z,V223692,2223,01-04-2022,31-03-2023
238,62,CLIENTS,44004.16,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,237690,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-06T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
239,62,CLIENTS,500000.0,0.0,HO,Branch [HO],2023-01-08T18:30:00Z,RTGS,2.0,4471,blank,R,500000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2023-01-08T18:30:00Z,R/00013,2223,01-04-2022,31-03-2023
240,62,CLIENTS,0.0,7242.49,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,238176,"		Inter Segment Balance Transfer From BSE   To   NFO
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,492757.51,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-08T18:30:00Z,IE00005,2223,01-04-2022,31-03-2023
241,62,CLIENTS,44004.16,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,237881,Obligation For: 2223693M [Equities] Trade Date 06/01/23,blank,536761.67,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-08T18:30:00Z,V223693,2223,01-04-2022,31-03-2023
242,62,CLIENTS,0.0,400000.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,238190,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,136761.67,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-09T18:30:00Z,IE00004,2223,01-04-2022,31-03-2023
243,62,CLIENTS,0.0,7242.49,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,238164,"		Inter Segment Balance Transfer From BSE   To   NFO
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,129519.18,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2023-01-09T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
244,62,CLIENTS,49364.74,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,238857,Obligation For: 2223695M [Equities] Trade Date 10/01/23,blank,178883.92,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-10T18:30:00Z,V223695,2223,01-04-2022,31-03-2023
245,62,CLIENTS,126525.05,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,239702,Obligation For: 2223197W [Equities] Trade Date 11/01/23,blank,305408.97,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-12T18:30:00Z,V223197,2223,01-04-2022,31-03-2023
246,62,CLIENTS,68921.75,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,240323,Obligation For: 2223198W [Equities] Trade Date 12/01/23,blank,374330.72,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-15T18:30:00Z,V223198,2223,01-04-2022,31-03-2023
247,62,CLIENTS,8435.74,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,242755,Obligation For: 2223699M [Equities] Trade Date 16/01/23,blank,382766.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-16T18:30:00Z,V223699,2223,01-04-2022,31-03-2023
248,62,CLIENTS,0.0,158565.78,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,242647,Obligation For: 2223200W [Equities] Trade Date 16/01/23,blank,224200.68,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-17T18:30:00Z,V223200,2223,01-04-2022,31-03-2023
249,62,CLIENTS,11953.97,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,243868,Obligation For: 2223701M [Equities] Trade Date 18/01/23,blank,236154.65,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-18T18:30:00Z,V223701,2223,01-04-2022,31-03-2023
250,62,CLIENTS,13654.77,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,245971,Obligation For: 2223702M [Equities] Trade Date 19/01/23,blank,249809.42,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-19T18:30:00Z,V223702,2223,01-04-2022,31-03-2023
251,62,CLIENTS,0.0,48845.88,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,245617,Obligation For: 2223203W [Equities] Trade Date 19/01/23,blank,200963.54,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-22T18:30:00Z,V223203,2223,01-04-2022,31-03-2023
252,62,CLIENTS,0.0,47246.35,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,245699,Obligation For: 2223204W [Equities] Trade Date 20/01/23,blank,153717.19,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2023-01-23T18:30:00Z,V223204,2223,01-04-2022,31-03-2023
